Name,Race,Year,Gender,Age,Finish,Age Bracket
Sample Runner 02075,Charlotte's Thunder Road Marathon,2023,F,23,17170,Under 35
Sample Runner 02076,Charlotte's Thunder Road Marathon,2023,M,43,17015,40-44
Sample Runner 02077,Charlotte's Thunder Road Marathon,2023,M,21,15057,Under 35
Sample Runner 02078,Charlotte's Thunder Road Marathon,2023,M,36,22034,35-39
Sample Runner 02079,Charlotte's Thunder Road Marathon,2023,M,48,19601,45-49
Sample Runner 02080,Charlotte's Thunder Road Marathon,2023,M,44,16773,40-44
Sample Runner 02081,Charlottesville Marathon,2023,M,23,11984,Under 35
Sample Runner 02082,Charlottesville Marathon,2023,M,42,13289,40-44
Sample Runner 02083,Charlottesville Marathon,2023,F,28,15903,Under 35
Sample Runner 02084,Charlottesville Marathon,2023,M,30,17067,Under 35
Sample Runner 02085,Charlottesville Marathon,2023,F,40,18100,40-44
Sample Runner 02086,Charlottesville Marathon,2023,M,27,17424,Under 35
Sample Runner 02087,Charlottesville Marathon,2023,F,28,17795,Under 35
Sample Runner 02088,Charlottesville Marathon,2023,F,37,17948,35-39
Sample Runner 02089,Charlottesville Marathon,2023,M,29,15860,Under 35
Sample Runner 02090,Charlottesville Marathon,2023,M,30,22441,Under 35
Sample Runner 02091,Charlottesville Marathon,2023,M,29,17027,Under 35
Sample Runner 02092,Charlottesville Marathon,2023,F,45,18872,45-49
Sample Runner 02093,Charlottesville Marathon,2023,M,21,15329,Under 35
Sample Runner 02094,Charlottesville Marathon,2023,F,23,15107,Under 35
Sample Runner 02095,Charlottesville Marathon,2023,F,42,17617,40-44
Sample Runner 02096,Charlottesville Marathon,2023,F,24,17053,Under 35
Sample Runner 02097,Charlottesville Marathon,2023,M,52,15120,50-54
Sample Runner 02098,Charlottesville Marathon,2023,M,21,18959,Under 35
Sample Runner 02099,Charlottesville Marathon,2023,M,18,16858,Under 35
Sample Runner 02100,Charlottesville Marathon,2023,F,22,17253,Under 35
Sample Runner 02101,Chasing the Unicorn,2023,M,47,13933,45-49
Sample Runner 02102,Chasing the Unicorn,2023,M,22,12303,Under 35
Sample Runner 02103,Chasing the Unicorn,2023,M,54,13134,50-54
Sample Runner 02104,Chasing the Unicorn,2023,M,66,21048,65-69
Sample Runner 02105,Chasing the Unicorn,2023,M,36,13119,35-39
Sample Runner 02106,Chasing the Unicorn,2023,M,71,13490,70-74
Sample Runner 02107,Chasing the Unicorn,2023,M,47,13972,45-49
Sample Runner 02108,Chasing the Unicorn,2023,M,68,21786,65-69
Sample Runner 02109,Chasing the Unicorn,2023,F,46,17226,45-49
Sample Runner 02110,Chasing the Unicorn,2023,M,50,12256,50-54
Sample Runner 02111,Chasing the Unicorn,2023,M,60,14369,60-64
Sample Runner 02112,Chasing the Unicorn,2023,F,47,15700,45-49
Sample Runner 02113,Chasing the Unicorn,2023,F,47,13657,45-49
Sample Runner 02114,Chasing the Unicorn,2023,F,33,11935,Under 35
Sample Runner 02115,Chasing the Unicorn,2023,M,20,10964,Under 35
Sample Runner 02116,Chasing the Unicorn,2023,M,33,13317,Under 35
Sample Runner 02117,Chasing the Unicorn,2023,M,49,13188,45-49
Sample Runner 02118,Chasing the Unicorn,2023,F,66,18724,65-69
Sample Runner 02119,Chasing the Unicorn,2023,M,54,14763,50-54
Sample Runner 02120,Chasing the Unicorn,2023,M,33,12844,Under 35
Sample Runner 02121,Chattanooga Marathon,2023,F,59,14554,55-59
Sample Runner 02122,Chattanooga Marathon,2023,F,59,21284,55-59
Sample Runner 02123,Chattanooga Marathon,2023,M,39,19006,35-39
Sample Runner 02124,Chattanooga Marathon,2023,M,49,18879,45-49
Sample Runner 02125,Chattanooga Marathon,2023,M,59,17883,55-59
Sample Runner 02126,Chattanooga Marathon,2023,M,29,16429,Under 35
Sample Runner 02127,Chattanooga Marathon,2023,M,39,14741,35-39
Sample Runner 02128,Chattanooga Marathon,2023,M,29,16377,Under 35
Sample Runner 02129,Chattanooga Marathon,2023,F,49,21960,45-49
Sample Runner 02130,Chattanooga Marathon,2023,M,29,17741,Under 35
Sample Runner 02131,Chattanooga Marathon,2023,F,29,14862,Under 35
Sample Runner 02132,Chattanooga Marathon,2023,M,49,12774,45-49
Sample Runner 02133,Chattanooga Marathon,2023,M,49,16708,45-49
Sample Runner 02134,Chattanooga Marathon,2023,F,49,17671,45-49
Sample Runner 02135,Chattanooga Marathon,2023,M,49,10050,45-49
Sample Runner 02136,Chattanooga Marathon,2023,M,49,12413,45-49
Sample Runner 02137,Chattanooga Marathon,2023,F,59,15357,55-59
Sample Runner 02138,Chattanooga Marathon,2023,M,29,11037,Under 35
Sample Runner 02139,Chattanooga Marathon,2023,F,39,19462,35-39
Sample Runner 02140,Chattanooga Marathon,2023,F,39,16913,35-39
Sample Runner 02141,Chessie Trail Marathon,2023,M,49,15536,45-49
Sample Runner 02142,Chessie Trail Marathon,2023,M,29,21735,Under 35
Sample Runner 02143,Chessie Trail Marathon,2023,F,29,17784,Under 35
Sample Runner 02144,Chessie Trail Marathon,2023,F,44,17641,40-44
Sample Runner 02145,Chessie Trail Marathon,2023,M,29,16401,Under 35
Sample Runner 02146,Chessie Trail Marathon,2023,F,29,15252,Under 35
Sample Runner 02147,Chessie Trail Marathon,2023,F,49,15188,45-49
Sample Runner 02148,Chessie Trail Marathon,2023,M,64,19356,60-64
Sample Runner 02149,Chessie Trail Marathon,2023,M,59,19522,55-59
Sample Runner 02150,Chessie Trail Marathon,2023,F,64,17788,60-64
Sample Runner 02151,Chessie Trail Marathon,2023,M,34,9972,Under 35
Sample Runner 02152,Chessie Trail Marathon,2023,F,34,11920,Under 35
Sample Runner 02153,Chessie Trail Marathon,2023,F,64,16241,60-64
Sample Runner 02154,Chessie Trail Marathon,2023,M,39,14089,35-39
Sample Runner 02155,Chessie Trail Marathon,2023,F,34,16565,Under 35
Sample Runner 02156,Chessie Trail Marathon,2023,M,39,13368,35-39
Sample Runner 02157,Chessie Trail Marathon,2023,F,49,16058,45-49
Sample Runner 02158,Chessie Trail Marathon,2023,M,49,14357,45-49
Sample Runner 02159,Chessie Trail Marathon,2023,M,18,12869,Under 35
Sample Runner 02160,Chessie Trail Marathon,2023,M,49,16326,45-49
Sample Runner 02161,Chicago Marathon,2023,M,34,14054,Under 35
Sample Runner 02162,Chicago Marathon,2023,F,54,17068,50-54
Sample Runner 02163,Chicago Marathon,2023,M,44,10740,40-44
Sample Runner 02164,Chicago Marathon,2023,M,34,18177,Under 35
Sample Runner 02165,Chicago Marathon,2023,F,44,19399,40-44
Sample Runner 02166,Chicago Marathon,2023,M,44,21304,40-44
Sample Runner 02167,Chicago Marathon,2023,M,59,12670,55-59
Sample Runner 02168,Chicago Marathon,2023,F,29,20825,Under 35
Sample Runner 02169,Chicago Marathon,2023,M,44,12452,40-44
Sample Runner 02170,Chicago Marathon,2023,M,34,11127,Under 35
Sample Runner 02171,Chicago Marathon,2023,M,49,13605,45-49
Sample Runner 02172,Chicago Marathon,2023,F,34,18653,Under 35
Sample Runner 02173,Chicago Marathon,2023,F,44,19138,40-44
Sample Runner 02174,Chicago Marathon,2023,M,49,10616,45-49
Sample Runner 02175,Chicago Marathon,2023,M,34,10193,Under 35
Sample Runner 02176,Chicago Marathon,2023,F,54,14121,50-54
Sample Runner 02177,Chicago Marathon,2023,F,44,11984,40-44
Sample Runner 02178,Chicago Marathon,2023,M,24,17887,Under 35
Sample Runner 02179,Chicago Marathon,2023,M,34,20728,Under 35
Sample Runner 02180,Chicago Marathon,2023,M,29,14429,Under 35
Sample Runner 02181,Chicagoland Marathon,2023,M,47,14811,45-49
Sample Runner 02182,Chicagoland Marathon,2023,M,20,20693,Under 35
Sample Runner 02183,Chicagoland Marathon,2023,M,17,11715,Under 35
Sample Runner 02184,Chicagoland Marathon,2023,M,27,22263,Under 35
Sample Runner 02185,Chicagoland Marathon,2023,F,55,17748,55-59
Sample Runner 02186,Chicagoland Marathon,2023,M,45,14905,45-49
Sample Runner 02187,Chicagoland Marathon,2023,M,40,18689,40-44
Sample Runner 02188,Chicagoland Marathon,2023,M,29,14640,Under 35
Sample Runner 02189,Chicagoland Marathon,2023,M,27,19064,Under 35
Sample Runner 02190,Chicagoland Marathon,2023,M,18,25775,Under 35
Sample Runner 02191,Chicagoland Marathon,2023,M,39,16517,35-39
Sample Runner 02192,Chicagoland Marathon,2023,M,28,12424,Under 35
Sample Runner 02193,Chicagoland Marathon,2023,M,23,14708,Under 35
Sample Runner 02194,Chicagoland Marathon,2023,F,37,18626,35-39
Sample Runner 02195,Chicagoland Marathon,2023,F,27,12515,Under 35
Sample Runner 02196,Chicagoland Marathon,2023,F,16,18438,Under 35
Sample Runner 02197,Chicagoland Marathon,2023,M,36,13109,35-39
Sample Runner 02198,Chicagoland Marathon,2023,M,48,21020,45-49
Sample Runner 02199,Chicagoland Marathon,2023,M,17,16690,Under 35
Sample Runner 02200,Chicagoland Marathon,2023,M,45,20516,45-49
Sample Runner 02201,Chickamauga Battlefield Marathon,2023,F,35,18275,35-39
Sample Runner 02202,Chickamauga Battlefield Marathon,2023,F,38,21344,35-39
Sample Runner 02203,Chickamauga Battlefield Marathon,2023,F,52,18970,50-54
Sample Runner 02204,Chickamauga Battlefield Marathon,2023,M,41,15738,40-44
Sample Runner 02205,Chickamauga Battlefield Marathon,2023,M,67,12698,65-69
Sample Runner 02206,Chickamauga Battlefield Marathon,2023,M,25,16604,Under 35
Sample Runner 02207,Chickamauga Battlefield Marathon,2023,M,29,10109,Under 35
Sample Runner 02208,Chickamauga Battlefield Marathon,2023,M,41,19706,40-44
Sample Runner 02209,Chickamauga Battlefield Marathon,2023,M,28,14063,Under 35
Sample Runner 02210,Chickamauga Battlefield Marathon,2023,M,44,10732,40-44
Sample Runner 02211,Chickamauga Battlefield Marathon,2023,M,62,17525,60-64
Sample Runner 02212,Chickamauga Battlefield Marathon,2023,F,37,16144,35-39
Sample Runner 02213,Chickamauga Battlefield Marathon,2023,F,40,14142,40-44
Sample Runner 02214,Chickamauga Battlefield Marathon,2023,F,30,19189,Under 35
Sample Runner 02215,Chickamauga Battlefield Marathon,2023,F,50,16194,50-54
Sample Runner 02216,Chickamauga Battlefield Marathon,2023,F,29,16683,Under 35
Sample Runner 02217,Chickamauga Battlefield Marathon,2023,F,40,20761,40-44
Sample Runner 02218,Chickamauga Battlefield Marathon,2023,M,24,13770,Under 35
Sample Runner 02219,Chickamauga Battlefield Marathon,2023,M,36,20930,35-39
Sample Runner 02220,Chickamauga Battlefield Marathon,2023,F,42,20582,40-44
Sample Runner 02221,Chili Pepper Series - Day 1,2023,F,59,24097,55-59
Sample Runner 02222,Chili Pepper Series - Day 1,2023,M,63,17719,60-64
Sample Runner 02223,Chili Pepper Series - Day 1,2023,F,47,18830,45-49
Sample Runner 02224,Chili Pepper Series - Day 1,2023,M,56,17276,55-59
Sample Runner 02225,Chili Pepper Series - Day 1,2023,F,61,28751,60-64
Sample Runner 02226,Chili Pepper Series - Day 1,2023,F,70,32582,70-74
Sample Runner 02227,Chili Pepper Series - Day 1,2023,M,63,19681,60-64
Sample Runner 02228,Chili Pepper Series - Day 1,2023,F,71,29226,70-74
Sample Runner 02229,Chili Pepper Series - Day 1,2023,M,35,19804,35-39
Sample Runner 02230,Chili Pepper Series - Day 1,2023,F,55,24982,55-59
Sample Runner 02231,Chili Pepper Series - Day 1,2023,M,35,19804,35-39
Sample Runner 02232,Chili Pepper Series - Day 1,2023,M,81,26858,80 and Over
Sample Runner 02233,Chili Pepper Series - Day 1,2023,M,66,28751,65-69
Sample Runner 02234,Chili Pepper Series - Day 1,2023,M,52,16769,50-54
Sample Runner 02235,Chili Pepper Series - Day 1,2023,M,73,25522,70-74
Sample Runner 02236,Chili Pepper Series - Day 1,2023,M,30,20946,Under 35
Sample Runner 02237,Chili Pepper Series - Day 1,2023,M,67,17468,65-69
Sample Runner 02238,Chili Pepper Series - Day 1,2023,M,75,24212,75-79
Sample Runner 02239,Chili Pepper Series - Day 1,2023,F,63,25618,60-64
Sample Runner 02240,Chili Pepper Series - Day 1,2023,M,74,23436,70-74
Sample Runner 02241,Chili Pepper Series - Day 2,2023,M,38,19493,35-39
Sample Runner 02242,Chili Pepper Series - Day 2,2023,M,52,17335,50-54
Sample Runner 02243,Chili Pepper Series - Day 2,2023,M,75,31322,75-79
Sample Runner 02244,Chili Pepper Series - Day 2,2023,M,73,30033,70-74
Sample Runner 02245,Chili Pepper Series - Day 2,2023,M,73,28125,70-74
Sample Runner 02246,Chili Pepper Series - Day 2,2023,F,59,25581,55-59
Sample Runner 02247,Chili Pepper Series - Day 2,2023,M,39,20884,35-39
Sample Runner 02248,Chili Pepper Series - Day 2,2023,F,71,31322,70-74
Sample Runner 02249,Chili Pepper Series - Day 2,2023,M,81,28311,80 and Over
Sample Runner 02250,Chili Pepper Series - Day 2,2023,F,54,26867,50-54
Sample Runner 02251,Chili Pepper Series - Day 2,2023,F,61,31322,60-64
Sample Runner 02252,Chili Pepper Series - Day 2,2023,M,66,31322,65-69
Sample Runner 02253,Chili Pepper Series - Day 2,2023,M,45,30784,45-49
Sample Runner 02254,Chili Pepper Series - Day 2,2023,F,46,20123,45-49
Sample Runner 02255,Chili Pepper Series - Day 2,2023,M,47,17625,45-49
Sample Runner 02256,Cincinnati Flying Pig Marathon,2023,M,30,10616,Under 35
Sample Runner 02257,Cincinnati Flying Pig Marathon,2023,M,23,17123,Under 35
Sample Runner 02258,Cincinnati Flying Pig Marathon,2023,M,38,11327,35-39
Sample Runner 02259,Cincinnati Flying Pig Marathon,2023,M,51,14084,50-54
Sample Runner 02260,Cincinnati Flying Pig Marathon,2023,F,32,16785,Under 35
Sample Runner 02261,Cincinnati Flying Pig Marathon,2023,M,36,14408,35-39
Sample Runner 02262,Cincinnati Flying Pig Marathon,2023,M,25,14864,Under 35
Sample Runner 02263,Cincinnati Flying Pig Marathon,2023,F,23,12936,Under 35
Sample Runner 02264,Cincinnati Flying Pig Marathon,2023,F,24,12440,Under 35
Sample Runner 02265,Cincinnati Flying Pig Marathon,2023,M,40,14200,40-44
Sample Runner 02266,Cincinnati Flying Pig Marathon,2023,M,36,17965,35-39
Sample Runner 02267,Cincinnati Flying Pig Marathon,2023,F,43,17395,40-44
Sample Runner 02268,Cincinnati Flying Pig Marathon,2023,M,44,14517,40-44
Sample Runner 02269,Cincinnati Flying Pig Marathon,2023,M,30,17669,Under 35
Sample Runner 02270,Cincinnati Flying Pig Marathon,2023,M,49,14758,45-49
Sample Runner 02271,Cincinnati Flying Pig Marathon,2023,M,30,15507,Under 35
Sample Runner 02272,Cincinnati Flying Pig Marathon,2023,F,58,22075,55-59
Sample Runner 02273,Cincinnati Flying Pig Marathon,2023,F,26,19477,Under 35
Sample Runner 02274,Cincinnati Flying Pig Marathon,2023,F,32,24644,Under 35
Sample Runner 02275,Cincinnati Flying Pig Marathon,2023,F,32,20398,Under 35
Sample Runner 02276,Cinderella Trail Run (Spring),2023,M,38,19979,35-39
Sample Runner 02277,Cinderella Trail Run (Spring),2023,F,35,20846,35-39
Sample Runner 02278,Cinderella Trail Run (Spring),2023,M,39,23030,35-39
Sample Runner 02279,Cinderella Trail Run (Spring),2023,M,37,25254,35-39
Sample Runner 02280,Cinderella Trail Run (Spring),2023,F,24,19447,Under 35
Sample Runner 02281,Cinderella Trail Run (Spring),2023,F,30,25542,Under 35
Sample Runner 02282,Cinderella Trail Run (Spring),2023,M,45,31036,45-49
Sample Runner 02283,Cinderella Trail Run (Spring),2023,F,65,23616,65-69
Sample Runner 02284,Cinderella Trail Run (Spring),2023,M,56,27619,55-59
Sample Runner 02285,Cinderella Trail Run (Spring),2023,M,41,22087,40-44
Sample Runner 02286,Cinderella Trail Run (Spring),2023,F,32,27640,Under 35
Sample Runner 02287,Cinderella Trail Run (Spring),2023,M,27,20497,Under 35
Sample Runner 02288,Cinderella Trail Run (Spring),2023,M,17,19440,Under 35
Sample Runner 02289,Cinderella Trail Run (Spring),2023,F,30,14035,Under 35
Sample Runner 02290,Cinderella Trail Run (Spring),2023,F,68,30320,65-69
Sample Runner 02291,Cinderella Trail Run (Spring),2023,F,37,29538,35-39
Sample Runner 02292,Cinderella Trail Run (Spring),2023,F,29,18308,Under 35
Sample Runner 02293,Cinderella Trail Run (Spring),2023,F,48,24436,45-49
Sample Runner 02294,Cinderella Trail Run (Spring),2023,M,53,20696,50-54
Sample Runner 02295,Cinderella Trail Run (Spring),2023,F,39,28322,35-39
Sample Runner 02296,City of Oaks Marathon,2023,M,54,18866,50-54
Sample Runner 02297,City of Oaks Marathon,2023,F,26,19467,Under 35
Sample Runner 02298,City of Oaks Marathon,2023,M,60,17718,60-64
Sample Runner 02299,City of Oaks Marathon,2023,F,58,20316,55-59
Sample Runner 02300,City of Oaks Marathon,2023,M,35,16272,35-39
Sample Runner 02301,City of Oaks Marathon,2023,M,38,19618,35-39
Sample Runner 02302,City of Oaks Marathon,2023,F,67,21197,65-69
Sample Runner 02303,City of Oaks Marathon,2023,F,30,18672,Under 35
Sample Runner 02304,City of Oaks Marathon,2023,F,43,16639,40-44
Sample Runner 02305,City of Oaks Marathon,2023,F,30,19169,Under 35
Sample Runner 02306,City of Oaks Marathon,2023,M,43,12360,40-44
Sample Runner 02307,City of Oaks Marathon,2023,M,36,20094,35-39
Sample Runner 02308,City of Oaks Marathon,2023,M,46,16968,45-49
Sample Runner 02309,City of Oaks Marathon,2023,M,38,20382,35-39
Sample Runner 02310,City of Oaks Marathon,2023,M,25,13868,Under 35
Sample Runner 02311,City of Oaks Marathon,2023,M,31,14072,Under 35
Sample Runner 02312,City of Oaks Marathon,2023,F,24,14752,Under 35
Sample Runner 02313,City of Oaks Marathon,2023,M,55,13694,55-59
Sample Runner 02314,City of Oaks Marathon,2023,M,21,12401,Under 35
Sample Runner 02315,City of Oaks Marathon,2023,M,25,21650,Under 35
Sample Runner 02316,Clarence Demar Marathon,2023,M,40,14110,40-44
Sample Runner 02317,Clarence Demar Marathon,2023,F,36,15114,35-39
Sample Runner 02318,Clarence Demar Marathon,2023,F,51,17020,50-54
Sample Runner 02319,Clarence Demar Marathon,2023,F,33,16579,Under 35
Sample Runner 02320,Clarence Demar Marathon,2023,M,46,18421,45-49
Sample Runner 02321,Clarence Demar Marathon,2023,F,49,14648,45-49
Sample Runner 02322,Clarence Demar Marathon,2023,M,52,14365,50-54
Sample Runner 02323,Clarence Demar Marathon,2023,F,24,14721,Under 35
Sample Runner 02324,Clarence Demar Marathon,2023,F,53,14350,50-54
Sample Runner 02325,Clarence Demar Marathon,2023,M,27,16168,Under 35
Sample Runner 02326,Clarence Demar Marathon,2023,M,35,13614,35-39
Sample Runner 02327,Clarence Demar Marathon,2023,F,37,17680,35-39
Sample Runner 02328,Clarence Demar Marathon,2023,M,56,17624,55-59
Sample Runner 02329,Clarence Demar Marathon,2023,F,42,16244,40-44
Sample Runner 02330,Clarence Demar Marathon,2023,F,26,14174,Under 35
Sample Runner 02331,Clarence Demar Marathon,2023,F,42,13529,40-44
Sample Runner 02332,Clarence Demar Marathon,2023,M,35,13938,35-39
Sample Runner 02333,Clarence Demar Marathon,2023,M,69,12355,65-69
Sample Runner 02334,Clarence Demar Marathon,2023,M,61,22813,60-64
Sample Runner 02335,Clarence Demar Marathon,2023,M,57,14675,55-59
Sample Runner 02336,Cleveland Marathon,2023,F,40,22421,40-44
Sample Runner 02337,Cleveland Marathon,2023,M,27,12961,Under 35
Sample Runner 02338,Cleveland Marathon,2023,M,46,11589,45-49
Sample Runner 02339,Cleveland Marathon,2023,F,28,17638,Under 35
Sample Runner 02340,Cleveland Marathon,2023,M,39,14845,35-39
Sample Runner 02341,Cleveland Marathon,2023,M,38,12129,35-39
Sample Runner 02342,Cleveland Marathon,2023,F,47,18515,45-49
Sample Runner 02343,Cleveland Marathon,2023,F,44,16498,40-44
Sample Runner 02344,Cleveland Marathon,2023,M,28,14194,Under 35
Sample Runner 02345,Cleveland Marathon,2023,M,44,17108,40-44
Sample Runner 02346,Cleveland Marathon,2023,M,18,15050,Under 35
Sample Runner 02347,Cleveland Marathon,2023,M,33,14642,Under 35
Sample Runner 02348,Cleveland Marathon,2023,F,59,17034,55-59
Sample Runner 02349,Cleveland Marathon,2023,M,31,12473,Under 35
Sample Runner 02350,Cleveland Marathon,2023,F,44,17688,40-44
Sample Runner 02351,Cleveland Marathon,2023,F,37,22068,35-39
Sample Runner 02352,Cleveland Marathon,2023,F,30,22465,Under 35
Sample Runner 02353,Cleveland Marathon,2023,M,40,14204,40-44
Sample Runner 02354,Cleveland Marathon,2023,M,37,15889,35-39
Sample Runner 02355,Cleveland Marathon,2023,M,55,18539,55-59
Sample Runner 02356,Coast Guard Marathon,2023,F,52,20474,50-54
Sample Runner 02357,Coast Guard Marathon,2023,M,44,13891,40-44
Sample Runner 02358,Coast Guard Marathon,2023,M,48,15976,45-49
Sample Runner 02359,Coast Guard Marathon,2023,M,44,17926,40-44
Sample Runner 02360,Coast Guard Marathon,2023,M,17,15521,Under 35
Sample Runner 02361,Coast Guard Marathon,2023,M,44,16873,40-44
Sample Runner 02362,Coast Guard Marathon,2023,M,33,17222,Under 35
Sample Runner 02363,Coast Guard Marathon,2023,F,52,19696,50-54
Sample Runner 02364,Coast Guard Marathon,2023,M,50,19810,50-54
Sample Runner 02365,Coast Guard Marathon,2023,M,36,16865,35-39
Sample Runner 02366,Coast Guard Marathon,2023,M,53,16353,50-54
Sample Runner 02367,Coast Guard Marathon,2023,M,51,11687,50-54
Sample Runner 02368,Coast Guard Marathon,2023,M,30,13771,Under 35
Sample Runner 02369,Coast Guard Marathon,2023,M,40,16918,40-44
Sample Runner 02370,Coast Guard Marathon,2023,F,44,24108,40-44
Sample Runner 02371,Coast Guard Marathon,2023,M,51,25130,50-54
Sample Runner 02372,Coast Guard Marathon,2023,F,38,16006,35-39
Sample Runner 02373,Coast Guard Marathon,2023,M,63,21132,60-64
Sample Runner 02374,Coast Guard Marathon,2023,M,29,24502,Under 35
Sample Runner 02375,Coast Guard Marathon,2023,M,25,22089,Under 35
Sample Runner 02376,Coastal Delaware Running Festival,2023,M,58,16930,55-59
Sample Runner 02377,Coastal Delaware Running Festival,2023,F,51,19751,50-54
Sample Runner 02378,Coastal Delaware Running Festival,2023,F,26,18317,Under 35
Sample Runner 02379,Coastal Delaware Running Festival,2023,M,49,11957,45-49
Sample Runner 02380,Coastal Delaware Running Festival,2023,F,29,20779,Under 35
Sample Runner 02381,Coastal Delaware Running Festival,2023,F,28,16682,Under 35
Sample Runner 02382,Coastal Delaware Running Festival,2023,F,32,16221,Under 35
Sample Runner 02383,Coastal Delaware Running Festival,2023,F,51,18943,50-54
Sample Runner 02384,Coastal Delaware Running Festival,2023,F,44,20708,40-44
Sample Runner 02385,Coastal Delaware Running Festival,2023,F,54,16504,50-54
Sample Runner 02386,Coastal Delaware Running Festival,2023,F,37,14824,35-39
Sample Runner 02387,Coastal Delaware Running Festival,2023,M,44,17958,40-44
Sample Runner 02388,Coastal Delaware Running Festival,2023,M,24,13378,Under 35
Sample Runner 02389,Coastal Delaware Running Festival,2023,F,46,19298,45-49
Sample Runner 02390,Coastal Delaware Running Festival,2023,F,42,16712,40-44
Sample Runner 02391,Coastal Delaware Running Festival,2023,M,57,16924,55-59
Sample Runner 02392,Coastal Delaware Running Festival,2023,M,26,13570,Under 35
Sample Runner 02393,Coastal Delaware Running Festival,2023,F,40,14241,40-44
Sample Runner 02394,Coastal Delaware Running Festival,2023,F,39,15087,35-39
Sample Runner 02395,Coastal Delaware Running Festival,2023,M,43,14124,40-44
Sample Runner 02396,Coeur d' Alene Marathon,2023,M,45,11738,45-49
Sample Runner 02397,Coeur d' Alene Marathon,2023,M,34,13264,Under 35
Sample Runner 02398,Coeur d' Alene Marathon,2023,M,67,21393,65-69
Sample Runner 02399,Coeur d' Alene Marathon,2023,M,39,15750,35-39
Sample Runner 02400,Coeur d' Alene Marathon,2023,M,33,19258,Under 35
Sample Runner 02401,Coeur d' Alene Marathon,2023,F,43,18056,40-44
Sample Runner 02402,Coeur d' Alene Marathon,2023,F,49,23980,45-49
Sample Runner 02403,Coeur d' Alene Marathon,2023,F,25,16669,Under 35
Sample Runner 02404,Coeur d' Alene Marathon,2023,M,43,12908,40-44
Sample Runner 02405,Coeur d' Alene Marathon,2023,F,39,17935,35-39
Sample Runner 02406,Coeur d' Alene Marathon,2023,F,36,22542,35-39
Sample Runner 02407,Coeur d' Alene Marathon,2023,M,29,18386,Under 35
Sample Runner 02408,Coeur d' Alene Marathon,2023,M,29,14472,Under 35
Sample Runner 02409,Coeur d' Alene Marathon,2023,M,33,16307,Under 35
Sample Runner 02410,Coeur d' Alene Marathon,2023,F,25,13746,Under 35
Sample Runner 02411,Coeur d' Alene Marathon,2023,M,37,15261,35-39
Sample Runner 02412,Coeur d' Alene Marathon,2023,M,36,15595,35-39
Sample Runner 02413,Coeur d' Alene Marathon,2023,F,39,16183,35-39
Sample Runner 02414,Coeur d' Alene Marathon,2023,M,22,13257,Under 35
Sample Runner 02415,Coeur d' Alene Marathon,2023,F,41,16614,40-44
Sample Runner 02416,Colfax Marathon,2023,F,27,17563,Under 35
Sample Runner 02417,Colfax Marathon,2023,M,39,13846,35-39
Sample Runner 02418,Colfax Marathon,2023,M,38,10498,35-39
Sample Runner 02419,Colfax Marathon,2023,M,40,21821,40-44
Sample Runner 02420,Colfax Marathon,2023,M,32,21860,Under 35
Sample Runner 02421,Colfax Marathon,2023,M,38,15545,35-39
Sample Runner 02422,Colfax Marathon,2023,M,26,16041,Under 35
Sample Runner 02423,Colfax Marathon,2023,F,39,17943,35-39
Sample Runner 02424,Colfax Marathon,2023,M,52,25085,50-54
Sample Runner 02425,Colfax Marathon,2023,F,26,15035,Under 35
Sample Runner 02426,Colfax Marathon,2023,M,29,19128,Under 35
Sample Runner 02427,Colfax Marathon,2023,F,43,14968,40-44
Sample Runner 02428,Colfax Marathon,2023,M,30,13808,Under 35
Sample Runner 02429,Colfax Marathon,2023,F,40,17661,40-44
Sample Runner 02430,Colfax Marathon,2023,F,37,16796,35-39
Sample Runner 02431,Colfax Marathon,2023,M,35,15845,35-39
Sample Runner 02432,Colfax Marathon,2023,M,42,18132,40-44
Sample Runner 02433,Colfax Marathon,2023,M,28,14603,Under 35
Sample Runner 02434,Colfax Marathon,2023,F,41,16475,40-44
Sample Runner 02435,Colfax Marathon,2023,M,35,16018,35-39
Sample Runner 02436,Colorado Fall Equinox Marathon,2023,F,21,16548,Under 35
Sample Runner 02437,Colorado Fall Equinox Marathon,2023,F,63,20358,60-64
Sample Runner 02438,Colorado Fall Equinox Marathon,2023,M,39,16967,35-39
Sample Runner 02439,Colorado Fall Equinox Marathon,2023,M,37,17854,35-39
Sample Runner 02440,Colorado Fall Equinox Marathon,2023,M,49,18220,45-49
Sample Runner 02441,Colorado Fall Equinox Marathon,2023,M,21,15780,Under 35
Sample Runner 02442,Colorado Fall Equinox Marathon,2023,M,51,19835,50-54
Sample Runner 02443,Colorado Fall Equinox Marathon,2023,M,38,16774,35-39
Sample Runner 02444,Colorado Fall Equinox Marathon,2023,F,24,14070,Under 35
Sample Runner 02445,Colorado Fall Equinox Marathon,2023,F,40,14559,40-44
Sample Runner 02446,Colorado Fall Equinox Marathon,2023,M,35,16714,35-39
Sample Runner 02447,Colorado Fall Equinox Marathon,2023,M,31,14456,Under 35
Sample Runner 02448,Colorado Fall Equinox Marathon,2023,F,29,15981,Under 35
Sample Runner 02449,Colorado Fall Equinox Marathon,2023,F,31,16556,Under 35
Sample Runner 02450,Colorado Fall Equinox Marathon,2023,M,21,15704,Under 35
Sample Runner 02451,Colorado Fall Equinox Marathon,2023,F,39,17961,35-39
